id,timestamp,package_name,learning_event_type,additional_data,research_experiment,experiment_group,video_title,video_id
5807565,1749858230,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 31001},,,[test] a test video,44
5807566,1749858319,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter i,33
5807567,1749858334,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 14674},,,akili and me - letter i,33
5807568,1749858374,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter d,4
5807569,1749858421,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 50131},,,akili and me - letter d,4
5807570,1749858502,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5807571,1749858551,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 54677},,,akili and me - letter b,2
5807572,1749858656,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter d,4
5807573,1749858695,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 26015},,,akili and me - letter d,4
5807574,1749858726,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter a,1
5807575,1749858731,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 8824},,,akili and me - letter a,1
5807576,1749858819,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - the rectangle song,13
5807577,1749858843,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 52618},,,akili and me - the rectangle song,13
5807578,1749858950,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - the rectangle song,13
5807579,1749858976,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 39870},,,akili and me - the rectangle song,13
5807580,1749859031,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter c,3
5807581,1749859050,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 14354},,,akili and me - letter c,3
5807582,1749859141,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - the rectangle song,13
5807583,1749859153,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 15820},,,akili and me - the rectangle song,13
5807584,1749859186,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5807585,1749859231,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 34634},,,akili and me - letter b,2
5807586,1749859280,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5807587,1749859328,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 7962},,,akili and me - letter b,2
5807588,1749859402,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter a,1
5807589,1749859459,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 15285},,,akili and me - letter a,1
5807590,1749859485,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter i,33
5807591,1749859498,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 24471},,,akili and me - letter i,33
5807592,1749859598,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter i,33
5807593,1749859604,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 39569},,,akili and me - letter i,33
5807594,1749859668,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter c,3
5807595,1749859720,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 14206},,,akili and me - letter c,3
5807634,1749945732,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - the rectangle song,13
5807635,1749945747,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 53723},,,akili and me - the rectangle song,13
5807730,1750118431,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter a,1
5807731,1750118447,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 34678},,,akili and me - letter a,1
5807732,1750118474,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter i,33
5807733,1750118485,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 57837},,,akili and me - letter i,33
5807734,1750118596,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5807735,1750118608,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 21631},,,akili and me - letter b,2
5807736,1750118640,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5807737,1750118662,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 49568},,,[test] a test video,44
5807738,1750118726,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - the rectangle song,13
5807739,1750118763,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 1540},,,akili and me - the rectangle song,13
5807740,1750118844,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5807741,1750118847,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 28216},,,akili and me - letter b,2
5807742,1750118878,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter d,4
5807743,1750118921,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 12969},,,akili and me - letter d,4
5807744,1750118985,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5807745,1750119037,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 18009},,,akili and me - letter b,2
5807746,1750119094,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5807747,1750119118,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 32331},,,akili and me - letter b,2
5807748,1750119228,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - the rectangle song,13
5807749,1750119259,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 30895},,,akili and me - the rectangle song,13
5807750,1750119299,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5807751,1750119347,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 5103},,,akili and me - letter b,2
5807752,1750119452,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5807753,1750119470,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 12847},,,[test] a test video,44
5807754,1750119574,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - the rectangle song,13
5807755,1750119587,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 44962},,,akili and me - the rectangle song,13
5807756,1750119632,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5807757,1750119655,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 23652},,,akili and me - letter b,2
5807758,1750119753,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5807759,1750119791,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 26320},,,[test] a test video,44
5807835,1750290196,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5807836,1750290243,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 14526},,,akili and me - letter b,2
5807837,1750290281,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter d,4
5807838,1750290288,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 7984},,,akili and me - letter d,4
5807839,1750290312,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter c,3
5807840,1750290327,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 26934},,,akili and me - letter c,3
5807841,1750290438,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter a,1
5807842,1750290451,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 22133},,,akili and me - letter a,1
5807843,1750290558,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5807844,1750290606,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 2897},,,akili and me - letter b,2
5807845,1750290675,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5807846,1750290732,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 5673},,,akili and me - letter b,2
5807932,1750635362,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5807933,1750635408,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 54171},,,[test] a test video,44
5807934,1750635487,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter d,4
5807935,1750635524,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 39808},,,akili and me - letter d,4
5807936,1750635580,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter c,3
5807937,1750635635,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 49615},,,akili and me - letter c,3
5807938,1750635693,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5807939,1750635730,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 59872},,,akili and me - letter b,2
5807940,1750635783,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5807941,1750635806,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 16644},,,[test] a test video,44
5808020,1750894516,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5808021,1750894554,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 45252},,,[test] a test video,44
5808022,1750894643,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5808023,1750894679,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 38398},,,akili and me - letter b,2
5808034,1750980930,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5808035,1750980938,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 14760},,,[test] a test video,44
5808036,1750980954,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter c,3
5808037,1750981008,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 4216},,,akili and me - letter c,3
5808038,1750981120,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5808039,1750981177,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 16459},,,akili and me - letter b,2
5808040,1750981199,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter a,1
5808041,1750981214,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 21272},,,akili and me - letter a,1
5808124,1751155167,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter a,1
5808125,1751155211,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 14615},,,akili and me - letter a,1
5808126,1751155270,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5808127,1751155290,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 12203},,,akili and me - letter b,2
5808128,1751155357,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter d,4
5808129,1751155398,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 3179},,,akili and me - letter d,4
5808130,1751155457,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - the rectangle song,13
5808131,1751155506,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 31052},,,akili and me - the rectangle song,13
5808132,1751155582,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter c,3
5808133,1751155635,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 12029},,,akili and me - letter c,3
5808134,1751155687,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5808135,1751155718,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 45581},,,akili and me - letter b,2
5808136,1751155837,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter d,4
5808137,1751155872,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 26295},,,akili and me - letter d,4
5808138,1751155897,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter a,1
5808139,1751155941,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 26594},,,akili and me - letter a,1
5808140,1751156027,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter i,33
5808141,1751156074,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 19031},,,akili and me - letter i,33
5808142,1751156145,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5808143,1751156193,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 52780},,,[test] a test video,44
5808144,1751156228,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter i,33
5808145,1751156248,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 45646},,,akili and me - letter i,33
5808146,1751156343,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter b,2
5808147,1751156387,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 29234},,,akili and me - letter b,2
5808148,1751156484,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5808149,1751156500,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 9799},,,[test] a test video,44
5808150,1751156570,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5808151,1751156606,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 54118},,,[test] a test video,44
5808152,1751156651,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5808153,1751156685,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 15095},,,[test] a test video,44
5808154,1751156798,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter i,33
5808155,1751156823,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 31433},,,akili and me - letter i,33
5808156,1751156922,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5808157,1751156977,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 10340},,,[test] a test video,44
5808158,1751157068,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5808159,1751157082,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 6211},,,[test] a test video,44
5808245,1751413421,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5808246,1751413473,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 17181},,,[test] a test video,44
5808247,1751413533,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter d,4
5808248,1751413537,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 15643},,,akili and me - letter d,4
5808249,1751413640,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter a,1
5808250,1751413699,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 40247},,,akili and me - letter a,1
5808251,1751413797,ai.elimu.filamu,VIDEO_OPENED,,,,[test] a test video,44
5808252,1751413856,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 36728},,,[test] a test video,44
5808253,1751413976,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - the rectangle song,13
5808254,1751414014,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 35766},,,akili and me - the rectangle song,13
5808255,1751414038,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter c,3
5808256,1751414069,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 56087},,,akili and me - letter c,3
5808257,1751414143,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter d,4
5808258,1751414167,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 16528},,,akili and me - letter d,4
5808259,1751414247,ai.elimu.filamu,VIDEO_OPENED,,,,akili and me - letter a,1
5808260,1751414298,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 3072},,,akili and me - letter a,1
